,Satellite Name,Epoch,First Derivative Mean Motion,Second Derivative Mean Motion,BSTAR Drag Term,Element Set Number,Inclination (degrees),Right Ascension of the Ascending Node (degrees),Eccentricity,Argument of Perigee (degrees),Mean Anomaly (degrees),Mean Motion (revolutions per day),Revolution Number at Epoch,Epoch Date,Epoch Time
1524,40055U 14034C,2023-01-28 04:36:36.333216,1.6e-05,0.0,0.0,999,98.3757,197.8943,0.0014229,7.6485,352.4937,14.75914908,46189,2023-01-28,04:36:36.333216
1525,40055U 14034C,2023-01-28 11:07:06.318912,1.584e-05,0.0,0.0,999,98.3759,198.1754,0.0014225,6.7105,353.4291,14.75914963,46193,2023-01-28,11:07:06.318912
1526,40055U 14034C,2023-01-28 11:07:06.318912,1.584e-05,0.0,0.0,999,98.3759,198.1754,0.0014225,6.7105,353.4291,14.75914963,46190,2023-01-28,11:07:06.318912
1527,40055U 14034C,2023-01-29 05:00:58.680000,1.455e-05,0.0,0.0,999,98.376,198.9481,0.0014172,4.35,355.7829,14.75916974,46204,2023-01-29,05:00:58.680000
1528,40055U 14034C,2023-01-29 09:53:51.121536,1.427e-05,0.0,0.0,999,98.376,199.1589,0.0014157,3.6886,356.4424,14.75917561,46207,2023-01-29,09:53:51.121536
1529,40055U 14034C,2023-01-29 09:53:51.121536,1.427e-05,0.0,0.0,999,98.376,199.1589,0.0014157,3.6886,356.4424,14.75917561,46204,2023-01-29,09:53:51.121536
1530,40055U 14034C,2023-01-30 05:25:20.837568,1.309e-05,0.0,0.0,999,98.3762,200.0019,0.0014103,1.1323,358.9915,14.75919701,46219,2023-01-30,05:25:20.837568
1531,40055U 14034C,2023-01-30 10:18:13.248864,1.291e-05,0.0,0.0,999,98.3762,200.2126,0.0014091,0.4735,359.6484,14.75920271,46222,2023-01-30,10:18:13.248864
1532,40055U 14034C,2023-01-30 10:18:13.248864,1.291e-05,0.0,0.0,999,98.3762,200.2126,0.0014091,0.4735,359.6484,14.75920271,46219,2023-01-30,10:18:13.248864
1533,40055U 14034C,2023-01-30 16:48:43.117920,1.264e-05,0.0,0.0,999,98.3762,200.4936,0.0014072,359.6265,0.4931,14.75921012,46226,2023-01-30,16:48:43.117920
1534,40055U 14034C,2023-01-30 21:41:35.512800,1.22e-05,0.0,0.0,999,98.3763,200.7043,0.001406,358.9714,1.1463,14.75921457,46226,2023-01-30,21:41:35.512800
1535,40055U 14034C,2023-01-31 00:56:50.440416,1.205e-05,0.0,0.0,999,98.3763,200.8448,0.0014053,358.5421,1.5744,14.75921796,46231,2023-01-31,00:56:50.440416
1536,40055U 14034C,2023-01-31 10:42:35.187840,1.26e-05,0.0,0.0,999,98.3763,201.2663,0.0014031,357.238,2.8749,14.75923388,46237,2023-01-31,10:42:35.187840
1537,40055U 14034C,2023-01-31 10:42:35.187840,1.26e-05,0.0,0.0,999,98.3763,201.2663,0.0014031,357.238,2.8749,14.75923388,46234,2023-01-31,10:42:35.187840
1538,40055U 14034C,2023-01-31 22:05:57.363648,1.259e-05,0.0,0.0,999,98.3764,201.758,0.0013998,355.7467,4.362,14.7592487,46241,2023-01-31,22:05:57.363648
1539,40055U 14034C,2023-02-01 01:21:12.270528,1.248e-05,0.0,0.0,999,98.3763,201.8985,0.0013988,355.329,4.7785,14.75925189,46246,2023-02-01,01:21:12.270528
1540,40055U 14034C,2023-02-01 11:06:56.967840,1.227e-05,0.0,0.0,999,98.3764,202.32,0.0013971,354.0125,6.0914,14.75926253,46252,2023-02-01,11:06:56.967840
1541,40055U 14034C,2023-02-01 11:06:56.967840,1.227e-05,0.0,0.0,999,98.3764,202.32,0.0013971,354.0125,6.0914,14.75926253,46249,2023-02-01,11:06:56.967840
1542,40055U 14034C,2023-02-02 00:07:56.531424,1.201e-05,0.0,0.0,999,98.3765,202.882,0.0013934,352.2713,7.8278,14.7592761,46260,2023-02-02,00:07:56.531424
1544,40055U 14034C,2023-02-02 09:53:41.124192,1.329e-05,0.0,0.0,999,98.3765,203.3035,0.0013906,350.9501,9.1454,14.75929577,46266,2023-02-02,09:53:41.124192
1543,40055U 14034C,2023-02-02 09:53:41.124192,1.329e-05,0.0,0.0,999,98.3765,203.3035,0.0013906,350.9501,9.1454,14.75929577,46263,2023-02-02,09:53:41.124192
1545,40055U 14034C,2023-02-03 10:18:02.633760,1.291e-05,0.0,0.0,999,98.3765,204.3572,0.0013857,347.6189,12.4677,14.75932063,46281,2023-02-03,10:18:02.633760
1546,40055U 14034C,2023-02-03 10:18:02.633760,1.291e-05,0.0,0.0,999,98.3765,204.3572,0.0013857,347.6189,12.4677,14.75932063,46278,2023-02-03,10:18:02.633760
1547,40055U 14034C,2023-02-04 10:42:23.909184,1.362e-05,0.0,0.0,999,98.3766,205.411,0.0013799,344.3326,15.7454,14.75935381,46296,2023-02-04,10:42:23.909184
1548,40055U 14034C,2023-02-04 10:42:23.909184,1.362e-05,0.0,0.0,999,98.3766,205.411,0.0013799,344.3326,15.7454,14.75935381,46293,2023-02-04,10:42:23.909184
1549,40055U 14034C,2023-02-04 18:50:30.969024,1.381e-05,0.0,0.0,999,98.3767,205.7623,0.0013774,343.256,16.8192,14.75936429,46301,2023-02-04,18:50:30.969024
1550,40055U 14034C,2023-02-04 22:05:45.802464,1.303e-05,0.0,0.0,999,98.3767,205.9028,0.0013767,342.8024,17.2716,14.75936353,46300,2023-02-04,22:05:45.802464
1551,40055U 14034C,2023-02-05 01:21:00.619488,1.309e-05,0.0,0.0,999,98.3767,206.0433,0.0013751,342.3732,17.6997,14.75936757,46305,2023-02-05,01:21:00.619488
1552,40055U 14034C,2023-02-05 09:29:07.636992,1.395e-05,0.0,0.0,999,98.3767,206.3945,0.0013733,341.2667,18.8034,14.75938191,46310,2023-02-05,09:29:07.636992
1553,40055U 14034C,2023-02-05 09:29:07.636992,1.395e-05,0.0,0.0,999,98.3767,206.3945,0.0013733,341.2667,18.8034,14.75938191,46307,2023-02-05,09:29:07.636992
1554,40055U 14034C,2023-02-05 22:30:06.820416,1.406e-05,0.0,0.0,999,98.3768,206.9566,0.00137,339.4932,20.5724,14.75939859,46315,2023-02-05,22:30:06.820416
1555,40055U 14034C,2023-02-06 00:07:44.215968,1.41e-05,0.0,0.0,999,98.3768,207.0268,0.0013696,339.2782,20.7869,14.75940073,46319,2023-02-06,00:07:44.215968
1557,40055U 14034C,2023-02-06 09:53:28.552128,1.592e-05,0.0,0.0,999,98.3769,207.4483,0.0013669,337.9553,22.1065,14.75942307,46322,2023-02-06,09:53:28.552128
1556,40055U 14034C,2023-02-06 09:53:28.552128,1.592e-05,0.0,0.0,999,98.3769,207.4483,0.0013669,337.9553,22.1065,14.75942307,46325,2023-02-06,09:53:28.552128
1558,40055U 14034C,2023-02-06 18:01:35.449536,1.712e-05,0.0,0.0,999,98.3769,207.7996,0.0013656,336.8394,23.2197,14.75944102,46330,2023-02-06,18:01:35.449536
1559,40055U 14034C,2023-02-06 21:16:50.213856,1.725e-05,0.0,0.0,999,98.377,207.9401,0.0013648,336.3616,23.6964,14.75944602,46329,2023-02-06,21:16:50.213856
1560,40055U 14034C,2023-02-07 00:32:04.967808,1.738e-05,0.0,0.0,999,98.377,208.0806,0.0013639,335.9279,24.129,14.75945132,46334,2023-02-07,00:32:04.967808
1561,40055U 14034C,2023-02-07 10:17:49.172640,1.886e-05,0.0,0.0,999,98.377,208.5021,0.0013618,334.6014,25.4524,14.75947434,46340,2023-02-07,10:17:49.172640
1562,40055U 14034C,2023-02-07 10:17:49.172640,1.886e-05,0.0,0.0,999,98.377,208.5021,0.0013618,334.6014,25.4524,14.75947434,46337,2023-02-07,10:17:49.172640
1563,40055U 14034C,2023-02-07 21:41:10.723776,2.01e-05,0.0,0.0,999,98.3771,208.9939,0.0013589,333.041,27.0091,14.7594981,46344,2023-02-07,21:41:10.723776
1564,40055U 14034C,2023-02-08 05:49:17.488128,2.084e-05,0.0,0.0,999,98.3771,209.3452,0.0013572,331.9508,28.0968,14.75951525,46352,2023-02-08,05:49:17.488128
1565,40055U 14034C,2023-02-08 10:42:09.540000,2.099e-05,0.0,0.0,999,98.3772,209.556,0.0013562,331.2762,28.7698,14.75952416,46355,2023-02-08,10:42:09.540000
1566,40055U 14034C,2023-02-08 10:42:09.540000,2.099e-05,0.0,0.0,999,98.3772,209.556,0.0013562,331.2762,28.7698,14.75952416,46352,2023-02-08,10:42:09.540000
1567,40055U 14034C,2023-02-08 17:12:38.891520,2.269e-05,0.0,0.0,999,98.3772,209.837,0.0013542,330.4,29.6441,14.75954522,46359,2023-02-08,17:12:38.891520
1568,40055U 14034C,2023-02-08 22:05:30.904512,2.425e-05,0.0,0.0,999,98.3773,210.0478,0.0013535,329.7352,30.3073,14.75956224,46359,2023-02-08,22:05:30.904512
1569,40055U 14034C,2023-02-09 04:36:00.339840,2.751e-05,0.0,0.0,999,98.377,210.3287,0.0013487,328.8499,31.1909,14.75957118,46366,2023-02-09,04:36:00.339840
1570,40055U 14034C,2023-02-09 11:06:29.642976,2.767e-05,0.0,0.0,999,98.377,210.6097,0.0013476,327.9525,32.0862,14.75958689,46367,2023-02-09,11:06:29.642976
1571,40055U 14034C,2023-02-09 17:36:58.913280,2.98e-05,0.0,0.0,999,98.3771,210.8908,0.0013459,327.0607,32.9761,14.75960855,46374,2023-02-09,17:36:58.913280
1572,40055U 14034C,2023-02-09 17:36:58.913280,2.98e-05,0.0,0.0,999,98.3771,210.8908,0.0013459,327.0607,32.9761,14.75960855,46371,2023-02-09,17:36:58.913280
1574,40055U 14034C,2023-02-10 09:53:11.992704,3.146e-05,0.0,0.0,999,98.3773,211.5933,0.0013435,324.8054,35.2266,14.75965248,46381,2023-02-10,09:53:11.992704
1573,40055U 14034C,2023-02-10 09:53:11.992704,3.146e-05,0.0,0.0,999,98.3773,211.5933,0.0013435,324.8054,35.2266,14.75965248,46384,2023-02-10,09:53:11.992704
1575,40055U 14034C,2023-02-11 03:47:02.158368,3.316e-05,0.0,0.0,999,98.3775,212.3661,0.00134,322.3482,37.6787,14.75970344,46395,2023-02-11,03:47:02.158368
1576,40055U 14034C,2023-02-11 05:24:39.436416,3.313e-05,0.0,0.0,999,98.3775,212.4364,0.0013389,322.0999,37.9265,14.75970748,46396,2023-02-11,05:24:39.436416
1577,40055U 14034C,2023-02-11 05:24:39.436416,3.313e-05,0.0,0.0,999,98.3775,212.4364,0.0013389,322.0999,37.9265,14.75970748,46393,2023-02-11,05:24:39.436416
1578,40055U 14034C,2023-02-11 10:17:31.268832,3.224e-05,0.0,0.0,999,98.3774,212.6471,0.0013406,321.4226,38.6024,14.75971736,46399,2023-02-11,10:17:31.268832
1579,40055U 14034C,2023-02-11 10:17:31.268832,3.224e-05,0.0,0.0,999,98.3774,212.6471,0.0013406,321.4226,38.6024,14.75971736,46396,2023-02-11,10:17:31.268832
1580,40055U 14034C,2023-02-12 04:11:21.155424,3.318e-05,0.0,0.0,999,98.3775,213.42,0.0013364,318.9223,41.0978,14.75976801,46410,2023-02-12,04:11:21.155424
1581,40055U 14034C,2023-02-12 10:41:50.155296,3.309e-05,0.0,0.0,999,98.3776,213.701,0.0013359,318.0115,42.0068,14.75978589,46414,2023-02-12,10:41:50.155296
1582,40055U 14034C,2023-02-12 10:41:50.155296,3.309e-05,0.0,0.0,999,98.3776,213.701,0.0013359,318.0115,42.0068,14.75978589,46411,2023-02-12,10:41:50.155296
1583,40055U 14034C,2023-02-13 04:35:39.733440,3.346e-05,0.0,0.0,999,98.3777,214.4739,0.001333,315.5256,44.4881,14.75983734,46425,2023-02-13,04:35:39.733440
1584,40055U 14034C,2023-02-13 09:28:31.404288,3.337e-05,0.0,0.0,999,98.3777,214.6847,0.0013313,314.8454,45.1672,14.75985097,46428,2023-02-13,09:28:31.404288
1585,40055U 14034C,2023-02-13 09:28:31.404288,3.337e-05,0.0,0.0,999,98.3777,214.6847,0.0013313,314.8454,45.1672,14.75985097,46425,2023-02-13,09:28:31.404288
1586,40055U 14034C,2023-02-13 17:36:37.493856,3.284e-05,0.0,0.0,999,98.3777,215.036,0.0013301,313.7034,46.3072,14.75987114,46433,2023-02-13,17:36:37.493856
1587,40055U 14034C,2023-02-13 22:29:29.104224,3.247e-05,0.0,0.0,999,98.3778,215.2469,0.0013284,313.0201,46.9894,14.75988534,46436,2023-02-13,22:29:29.104224
1589,40055U 14034C,2023-02-14 06:37:35.135904,3.341e-05,0.0,0.0,999,98.3777,215.5982,0.001327,311.8818,48.1258,14.75990825,46438,2023-02-14,06:37:35.135904
1588,40055U 14034C,2023-02-14 06:37:35.135904,3.341e-05,0.0,0.0,999,98.3777,215.5982,0.001327,311.8818,48.1258,14.75990825,46441,2023-02-14,06:37:35.135904
1590,40055U 14034C,2023-02-15 02:09:01.408032,2.957e-05,0.0,0.0,999,98.3778,216.4414,0.0013241,309.112,50.891,14.75994819,46453,2023-02-15,02:09:01.408032
1591,40055U 14034C,2023-02-15 07:01:52.941504,3.151e-05,0.0,0.0,999,98.3777,216.6522,0.0013233,308.4267,51.5753,14.75996628,46456,2023-02-15,07:01:52.941504
1592,40055U 14034C,2023-02-15 10:17:07.291104,3.141e-05,0.0,0.0,999,98.3777,216.7928,0.0013228,307.9719,52.0293,14.75997461,46458,2023-02-15,10:17:07.291104
1593,40055U 14034C,2023-02-15 10:17:07.291104,3.141e-05,0.0,0.0,999,98.3777,216.7928,0.0013228,307.9719,52.0293,14.75997461,46455,2023-02-15,10:17:07.291104
1594,40055U 14034C,2023-02-15 16:47:35.928960,3.341e-05,0.0,0.0,999,98.3778,217.0738,0.0013216,307.0521,52.9478,14.7599997,46462,2023-02-15,16:47:35.928960
1595,40055U 14034C,2023-02-15 16:47:35.928960,3.341e-05,0.0,0.0,999,98.3778,217.0738,0.0013216,307.0521,52.9478,14.7599997,46459,2023-02-15,16:47:35.928960
1596,40055U 14034C,2023-02-16 02:33:18.885312,3.636e-05,0.0,0.0,999,98.3777,217.4955,0.0013188,305.6875,54.3105,14.76003426,46468,2023-02-16,02:33:18.885312
1597,40055U 14034C,2023-02-16 10:41:24.634464,3.454e-05,0.0,0.0,999,98.3777,217.8469,0.0013173,304.5256,55.4708,14.76005078,46473,2023-02-16,10:41:24.634464
1598,40055U 14034C,2023-02-16 10:41:24.634464,3.454e-05,0.0,0.0,999,98.3777,217.8469,0.0013173,304.5256,55.4708,14.76005078,46470,2023-02-16,10:41:24.634464
1599,40055U 14034C,2023-02-16 22:04:44.579424,3.333e-05,0.0,0.0,999,98.3778,218.3388,0.0013155,302.899,57.0952,14.76008004,46480,2023-02-16,22:04:44.579424
1600,40055U 14034C,2023-02-16 22:04:44.579424,3.333e-05,0.0,0.0,999,98.3778,218.3388,0.0013155,302.899,57.0952,14.76008004,46477,2023-02-16,22:04:44.579424
1601,40055U 14034C,2023-02-17 02:57:35.991936,2.973e-05,0.0,0.0,999,98.3777,218.5496,0.0013151,302.2071,57.7862,14.76008042,46483,2023-02-17,02:57:35.991936
1603,40055U 14034C,2023-02-17 09:28:04.485504,2.948e-05,0.0,0.0,999,98.3777,218.8307,0.0013146,301.2885,58.7035,14.76009766,46484,2023-02-17,09:28:04.485504
1602,40055U 14034C,2023-02-17 09:28:04.485504,2.948e-05,0.0,0.0,999,98.3777,218.8307,0.0013146,301.2885,58.7035,14.76009766,46487,2023-02-17,09:28:04.485504
1604,40055U 14034C,2023-02-17 17:36:10.072224,2.907e-05,0.0,0.0,999,98.3778,219.182,0.0013135,300.1245,59.8661,14.76011801,46492,2023-02-17,17:36:10.072224
1605,40055U 14034C,2023-02-17 17:36:10.072224,2.907e-05,0.0,0.0,999,98.3778,219.182,0.0013135,300.1245,59.8661,14.76011801,46489,2023-02-17,17:36:10.072224
1606,40055U 14034C,2023-02-18 00:06:38.519136,2.461e-05,0.0,0.0,999,98.3778,219.4631,0.0013126,299.1761,60.8133,14.76012195,46496,2023-02-18,00:06:38.519136
1607,40055U 14034C,2023-02-18 09:52:21.166176,2.47e-05,0.0,0.0,999,98.3778,219.8848,0.0013119,297.804,62.1838,14.76014507,46502,2023-02-18,09:52:21.166176
1608,40055U 14034C,2023-02-18 09:52:21.166176,2.47e-05,0.0,0.0,999,98.3778,219.8848,0.0013119,297.804,62.1838,14.76014507,46499,2023-02-18,09:52:21.166176
1609,40055U 14034C,2023-02-18 18:00:26.650944,2.396e-05,0.0,0.0,999,98.3779,220.2362,0.0013119,296.6551,63.3313,14.76016231,46507,2023-02-18,18:00:26.650944
1610,40055U 14034C,2023-02-19 02:08:32.117568,2.041e-05,0.0,0.0,999,98.378,220.5876,0.0013109,295.4795,64.5057,14.76016994,46512,2023-02-19,02:08:32.117568
1611,40055U 14034C,2023-02-19 10:16:37.570368,2.168e-05,0.0,0.0,999,98.3781,220.939,0.0013126,294.3458,65.638,14.76018981,46517,2023-02-19,10:16:37.570368
1612,40055U 14034C,2023-02-19 10:16:37.570368,2.168e-05,0.0,0.0,999,98.3781,220.939,0.0013126,294.3458,65.638,14.76018981,46514,2023-02-19,10:16:37.570368
1613,40055U 14034C,2023-02-19 16:47:05.904960,2.109e-05,0.0,0.0,999,98.3783,221.2202,0.0013103,293.3605,66.6225,14.76020082,46521,2023-02-19,16:47:05.904960
1614,40055U 14034C,2023-02-20 05:48:02.549088,1.987e-05,0.0,0.0,999,98.3784,221.7824,0.0013082,291.4843,68.497,14.76022052,46529,2023-02-20,05:48:02.549088
1615,40055U 14034C,2023-02-20 10:40:53.772384,1.991e-05,0.0,0.0,999,98.3784,221.9933,0.0013079,290.7866,69.1941,14.76022961,46532,2023-02-20,10:40:53.772384
1616,40055U 14034C,2023-02-20 10:40:53.772384,1.991e-05,0.0,0.0,999,98.3784,221.9933,0.0013079,290.7866,69.1941,14.76022961,46529,2023-02-20,10:40:53.772384
1617,40055U 14034C,2023-02-20 22:04:13.247328,1.836e-05,0.0,0.0,999,98.3785,222.4852,0.0013063,289.1549,70.8245,14.76024546,46539,2023-02-20,22:04:13.247328
1618,40055U 14034C,2023-02-21 02:57:04.438656,1.84e-05,0.0,0.0,999,98.3785,222.696,0.0013064,288.4699,71.5089,14.76025318,46542,2023-02-21,02:57:04.438656
1619,40055U 14034C,2023-02-21 11:05:09.724704,1.954e-05,0.0,0.0,999,98.3786,223.0474,0.0013061,287.3105,72.6674,14.76027122,46547,2023-02-21,11:05:09.724704
1620,40055U 14034C,2023-02-21 11:05:09.724704,1.954e-05,0.0,0.0,999,98.3786,223.0474,0.0013061,287.3105,72.6674,14.76027122,46544,2023-02-21,11:05:09.724704
1621,40055U 14034C,2023-02-21 17:35:37.934880,1.956e-05,0.0,0.0,999,98.3787,223.3285,0.0013048,286.3884,73.5889,14.76028243,46551,2023-02-21,17:35:37.934880
1622,40055U 14034C,2023-02-21 17:35:37.934880,1.956e-05,0.0,0.0,999,98.3787,223.3285,0.0013048,286.3884,73.5889,14.76028243,46548,2023-02-21,17:35:37.934880
1623,40055U 14034C,2023-02-22 01:43:43.172544,2.141e-05,0.0,0.0,999,98.3788,223.6799,0.0013045,285.2312,74.7454,14.76030238,46556,2023-02-22,01:43:43.172544
1624,40055U 14034C,2023-02-22 09:51:48.399840,1.979e-05,0.0,0.0,999,98.3789,224.0313,0.0013037,284.0425,75.9334,14.76031064,46561,2023-02-22,09:51:48.399840
1625,40055U 14034C,2023-02-22 09:51:48.399840,1.979e-05,0.0,0.0,999,98.3789,224.0313,0.0013037,284.0425,75.9334,14.76031064,46558,2023-02-22,09:51:48.399840
1626,40055U 14034C,2023-02-22 17:59:53.590848,1.876e-05,0.0,0.0,999,98.379,224.3827,0.0013027,282.8607,77.1145,14.76032107,46566,2023-02-22,17:59:53.590848
1627,40055U 14034C,2023-02-22 17:59:53.590848,1.876e-05,0.0,0.0,999,98.379,224.3827,0.0013027,282.8607,77.1145,14.76032107,46563,2023-02-22,17:59:53.590848
1628,40055U 14034C,2023-02-23 05:23:12.797952,2.016e-05,0.0,0.0,999,98.3791,224.8746,0.0013018,281.2096,78.7649,14.76034525,46573,2023-02-23,05:23:12.797952
1629,40055U 14034C,2023-02-23 10:16:03.850176,1.866e-05,0.0,0.0,999,98.3794,225.0855,0.0013042,280.5737,79.4002,14.76034759,46576,2023-02-23,10:16:03.850176
1630,40055U 14034C,2023-02-23 10:16:03.850176,1.866e-05,0.0,0.0,999,98.3794,225.0855,0.0013042,280.5737,79.4002,14.76034759,46573,2023-02-23,10:16:03.850176
1632,40055U 14034C,2023-02-23 18:24:08.981568,1.897e-05,0.0,0.0,999,98.3793,225.4368,0.0013017,279.3329,80.6407,14.76036466,46578,2023-02-23,18:24:08.981568
1631,40055U 14034C,2023-02-23 18:24:08.981568,1.897e-05,0.0,0.0,999,98.3793,225.4368,0.0013017,279.3329,80.6407,14.76036466,46581,2023-02-23,18:24:08.981568
1633,40055U 14034C,2023-02-24 00:54:37.056960,2.173e-05,0.0,0.0,999,98.3793,225.7179,0.0013016,278.4117,81.5616,14.76038396,46585,2023-02-24,00:54:37.056960
1634,40055U 14034C,2023-02-24 10:40:19.109568,2.02e-05,0.0,0.0,999,98.3794,226.1396,0.0013014,277.0121,82.9607,14.76039768,46591,2023-02-24,10:40:19.109568
1635,40055U 14034C,2023-02-24 10:40:19.109568,2.02e-05,0.0,0.0,999,98.3794,226.1396,0.0013014,277.0121,82.9607,14.76039768,46588,2023-02-24,10:40:19.109568
1636,40055U 14034C,2023-02-24 18:48:24.160608,1.845e-05,0.0,0.0,999,98.3795,226.491,0.0013009,275.8338,84.1388,14.76040524,46596,2023-02-24,18:48:24.160608
1637,40055U 14034C,2023-02-24 18:48:24.160608,1.845e-05,0.0,0.0,999,98.3795,226.491,0.0013009,275.8338,84.1388,14.76040524,46593,2023-02-24,18:48:24.160608
1638,40055U 14034C,2023-02-25 04:34:06.159648,1.879e-05,0.0,0.0,999,98.3796,226.9126,0.0013005,274.4184,85.5539,14.76042309,46602,2023-02-25,04:34:06.159648
1639,40055U 14034C,2023-02-25 09:26:57.147072,1.877e-05,0.0,0.0,999,98.3796,227.1235,0.0013008,273.7295,86.2426,14.7604316,46605,2023-02-25,09:26:57.147072
1640,40055U 14034C,2023-02-25 09:26:57.147072,1.877e-05,0.0,0.0,999,98.3796,227.1235,0.0013008,273.7295,86.2426,14.7604316,46602,2023-02-25,09:26:57.147072
1641,40055U 14034C,2023-02-25 17:35:02.106528,1.842e-05,0.0,0.0,999,98.3797,227.4748,0.0012999,272.5484,87.4236,14.76044404,46610,2023-02-25,17:35:02.106528
1642,40055U 14034C,2023-02-25 17:35:02.106528,1.842e-05,0.0,0.0,999,98.3797,227.4748,0.0012999,272.5484,87.4236,14.76044404,46607,2023-02-25,17:35:02.106528
1643,40055U 14034C,2023-02-26 04:58:20.987040,2.239e-05,0.0,0.0,999,98.3798,227.9668,0.0012993,270.9134,89.0586,14.76047573,46617,2023-02-26,04:58:20.987040
1645,40055U 14034C,2023-02-26 09:51:11.919168,2.259e-05,0.0,0.0,999,98.3798,228.1777,0.0012995,270.2043,89.7676,14.76048524,46617,2023-02-26,09:51:11.919168
1644,40055U 14034C,2023-02-26 09:51:11.919168,2.259e-05,0.0,0.0,999,98.3798,228.1777,0.0012995,270.2043,89.7676,14.76048524,46620,2023-02-26,09:51:11.919168
1647,40055U 14034C,2023-02-26 17:59:16.790496,2.246e-05,0.0,0.0,999,98.3799,228.5291,0.0012996,269.0298,90.9421,14.7604984,46622,2023-02-26,17:59:16.790496
1646,40055U 14034C,2023-02-26 17:59:16.790496,2.246e-05,0.0,0.0,999,98.3799,228.5291,0.0012996,269.0298,90.9421,14.7604984,46625,2023-02-26,17:59:16.790496
1648,40055U 14034C,2023-02-27 02:07:21.633312,2.149e-05,0.0,0.0,999,98.3799,228.8805,0.0013007,267.8833,92.0886,14.76050927,46630,2023-02-27,02:07:21.633312
1649,40055U 14034C,2023-02-27 07:00:12.487680,2.74e-05,0.0,0.0,999,98.3799,229.0913,0.0013,267.1743,92.7978,14.76053771,46633,2023-02-27,07:00:12.487680
1650,40055U 14034C,2023-02-27 07:00:12.487680,2.74e-05,0.0,0.0,999,98.3799,229.0913,0.0013,267.1743,92.7978,14.76053771,46630,2023-02-27,07:00:12.487680
1651,40055U 14034C,2023-02-27 16:45:53.971776,4.404e-05,0.0,0.0,999,98.3799,229.513,0.0013001,265.7753,94.197,14.7606227,46639,2023-02-27,16:45:53.971776
1652,40055U 14034C,2023-02-27 21:38:45.026592,2.942e-05,0.0,0.0,999,98.3799,229.7239,0.0012998,265.0324,94.94,14.76057471,46639,2023-02-27,21:38:45.026592
1653,40055U 14034C,2023-02-28 04:09:12.756384,2.98e-05,0.0,0.0,999,98.38,230.005,0.0013012,264.1465,95.826,14.76059128,46646,2023-02-28,04:09:12.756384
1654,40055U 14034C,2023-02-28 10:39:40.480128,2.983e-05,0.0,0.0,999,98.38,230.2862,0.0013011,263.2019,96.7709,14.76060716,46650,2023-02-28,10:39:40.480128
1655,40055U 14034C,2023-02-28 10:39:40.480128,2.983e-05,0.0,0.0,999,98.38,230.2862,0.0013011,263.2019,96.7709,14.76060716,46647,2023-02-28,10:39:40.480128
1656,40055U 14034C,2023-02-28 22:02:58.993440,2.583e-05,0.0,0.0,999,98.38,230.7782,0.0013007,261.5342,98.4392,14.7606197,46654,2023-02-28,22:02:58.993440
1657,40055U 14034C,2023-02-28 22:02:58.993440,2.583e-05,0.0,0.0,999,98.38,230.7782,0.0013007,261.5342,98.4392,14.7606197,46657,2023-02-28,22:02:58.993440
1658,40055U 14034C,2023-03-01 04:33:26.642016,2.685e-05,0.0,0.0,999,98.38,231.0594,0.0013006,260.5952,99.3786,14.76063907,46661,2023-03-01,04:33:26.642016
1659,40055U 14034C,2023-03-01 11:03:54.276768,2.663e-05,0.0,0.0,999,98.38,231.3406,0.0013013,259.6701,100.304,14.7606548,46665,2023-03-01,11:03:54.276768
1661,40055U 14034C,2023-03-01 17:34:21.913248,2.436e-05,0.0,0.0,999,98.38,231.6217,0.0013014,258.7182,101.2564,14.7606625,46666,2023-03-01,17:34:21.913248
1660,40055U 14034C,2023-03-01 17:34:21.913248,2.436e-05,0.0,0.0,999,98.38,231.6217,0.0013014,258.7182,101.2564,14.7606625,46669,2023-03-01,17:34:21.913248
1662,40055U 14034C,2023-03-02 00:04:49.516896,2.333e-05,0.0,0.0,999,98.38,231.9029,0.0013023,257.7803,102.1947,14.76067487,46673,2023-03-02,00:04:49.516896
1663,40055U 14034C,2023-03-02 17:58:35.289120,2.341e-05,0.0,0.0,999,98.3801,232.6761,0.0013046,255.3042,104.672,14.76071643,46684,2023-03-02,17:58:35.289120
1664,40055U 14034C,2023-03-02 17:58:35.289120,2.341e-05,0.0,0.0,999,98.3801,232.6761,0.0013046,255.3042,104.672,14.76071643,46681,2023-03-02,17:58:35.289120
1665,40055U 14034C,2023-03-03 06:59:30.254496,2.756e-05,0.0,0.0,999,98.38,233.2385,0.0013058,253.4633,106.5141,14.76076045,46692,2023-03-03,06:59:30.254496
1666,40055U 14034C,2023-03-03 10:14:43.989792,2.782e-05,0.0,0.0,999,98.38,233.3791,0.0013062,253.0071,106.9706,14.76076862,46694,2023-03-03,10:14:43.989792
1667,40055U 14034C,2023-03-03 10:14:43.989792,2.782e-05,0.0,0.0,999,98.38,233.3791,0.0013062,253.0071,106.9706,14.76076862,46691,2023-03-03,10:14:43.989792
1668,40055U 14034C,2023-03-04 00:53:15.713088,3.045e-05,0.0,0.0,999,98.3801,234.0117,0.0013084,250.9501,109.029,14.76080971,46703,2023-03-04,00:53:15.713088
1669,40055U 14034C,2023-03-04 10:38:56.760864,3.329e-05,0.0,0.0,999,98.3801,234.4335,0.0013087,249.533,110.4474,14.76084356,46709,2023-03-04,10:38:56.760864
