,Satellite Name,Epoch,First Derivative Mean Motion,Second Derivative Mean Motion,BSTAR Drag Term,Element Set Number,Inclination (degrees),Right Ascension of the Ascending Node (degrees),Eccentricity,Argument of Perigee (degrees),Mean Anomaly (degrees),Mean Motion (revolutions per day),Revolution Number at Epoch,Epoch Date,Epoch Time
8,40055U 14034C,2021-12-29 23:33:07.342272,5.12e-06,0.0,0.0,999,98.3312,150.6841,0.0014352,172.621,187.5212,14.75161919,40376,2021-12-29,23:33:07.342272
5,40055U 14034C,2021-12-30 09:19:10.372800,5.24e-06,0.0,0.0,999,98.3312,151.103,0.0014378,171.3289,188.817,14.75162488,40382,2021-12-30,09:19:10.372800
9,40055U 14034C,2021-12-30 23:58:14.905632,4.31e-06,0.0,0.0,999,98.3313,151.7314,0.0014425,169.3974,190.754,14.75162712,40391,2021-12-30,23:58:14.905632
6,40055U 14034C,2021-12-31 09:44:17.924064,4.02e-06,0.0,0.0,999,98.3314,152.1503,0.001445,168.1318,192.0233,14.75162978,40397,2021-12-31,09:44:17.924064
0,40055U 14034C,2021-12-31 21:08:01.413888,3.72e-06,0.0,0.0,999,98.3314,152.6391,0.0014482,166.6417,193.5177,14.75163372,40401,2021-12-31,21:08:01.413888
1,40055U 14034C,2021-12-31 22:45:41.913792,3.69e-06,0.0,0.0,999,98.3314,152.7089,0.0014486,166.4349,193.7251,14.75163422,40402,2021-12-31,22:45:41.913792
7,40055U 14034C,2021-12-31 22:45:41.913792,3.69e-06,0.0,0.0,999,98.3314,152.7089,0.0014486,166.4349,193.7251,14.75163422,40405,2021-12-31,22:45:41.913792
2,40055U 14034C,2022-01-01 21:33:08.861472,3.88e-06,0.0,0.0,999,98.3315,153.6865,0.0014548,163.5086,196.6598,14.7516452,40416,2022-01-01,21:33:08.861472
10,40055U 14034C,2022-01-01 23:10:49.356192,3.84e-06,0.0,0.0,999,98.3314,153.7563,0.0014552,163.3005,196.8685,14.75164563,40420,2022-01-01,23:10:49.356192
3,40055U 14034C,2022-01-02 05:41:31.338528,3.58e-06,0.0,0.0,999,98.3314,154.0356,0.001457,162.4693,197.7021,14.75164664,40421,2022-01-02,05:41:31.338528
12,40055U 14034C,2022-01-02 05:41:31.338528,3.58e-06,0.0,0.0,999,98.3314,154.0356,0.001457,162.4693,197.7021,14.75164664,40424,2022-01-02,05:41:31.338528
4,40055U 14034C,2022-01-02 23:35:56.764032,3.14e-06,0.0,0.0,999,98.3315,154.8037,0.0014619,160.1533,200.0247,14.75165169,40432,2022-01-02,23:35:56.764032
11,40055U 14034C,2022-01-02 23:35:56.764032,3.14e-06,0.0,0.0,999,98.3315,154.8037,0.0014619,160.1533,200.0247,14.75165169,40435,2022-01-02,23:35:56.764032
14,40055U 14034C,2022-01-04 09:47:07.058976,2.72e-06,0.0,0.0,999,98.3316,156.2701,0.0014714,155.752,204.4383,14.75166137,40453,2022-01-04,09:47:07.058976
13,40055U 14034C,2022-01-04 09:47:07.058976,2.72e-06,0.0,0.0,999,98.3316,156.2701,0.0014714,155.752,204.4383,14.75166137,40456,2022-01-04,09:47:07.058976
15,40055U 14034C,2022-01-04 21:10:50.477088,2.43e-06,0.0,0.0,999,98.3316,156.7589,0.0014734,154.2784,205.916,14.75166321,40460,2022-01-04,21:10:50.477088
16,40055U 14034C,2022-01-05 00:26:11.451840,2.42e-06,0.0,0.0,999,98.3316,156.8986,0.0014742,153.8705,206.325,14.75166395,40465,2022-01-05,00:26:11.451840
17,40055U 14034C,2022-01-05 05:19:12.912672,2.54e-06,0.0,0.0,999,98.3316,157.1081,0.0014748,153.2553,206.9418,14.7516658,40468,2022-01-05,05:19:12.912672
18,40055U 14034C,2022-01-05 05:19:12.912672,2.54e-06,0.0,0.0,999,98.3316,157.1081,0.0014748,153.2553,206.9418,14.7516658,40465,2022-01-05,05:19:12.912672
19,40055U 14034C,2022-01-05 21:35:57.764832,2.35e-06,0.0,0.0,999,98.3317,157.8063,0.0014789,151.2101,208.9927,14.75166962,40475,2022-01-05,21:35:57.764832
20,40055U 14034C,2022-01-05 23:13:38.248320,2.34e-06,0.0,0.0,999,98.3317,157.8762,0.0014793,151.0029,209.2004,14.75167003,40479,2022-01-05,23:13:38.248320
21,40055U 14034C,2022-01-06 08:59:41.158752,2.23e-06,0.0,0.0,999,98.3316,158.2951,0.0014818,149.7682,210.4384,14.75167188,40485,2022-01-06,08:59:41.158752
22,40055U 14034C,2022-01-06 08:59:41.158752,2.23e-06,0.0,0.0,999,98.3316,158.2951,0.0014818,149.7682,210.4384,14.75167188,40482,2022-01-06,08:59:41.158752
23,40055U 14034C,2022-01-06 23:38:45.505824,1.91e-06,0.0,0.0,999,98.3317,158.9236,0.0014856,147.9056,212.306,14.75167426,40494,2022-01-06,23:38:45.505824
24,40055U 14034C,2022-01-07 09:24:48.399840,2.07e-06,0.0,0.0,999,98.3317,159.3426,0.0014882,146.6654,213.5494,14.7516775,40500,2022-01-07,09:24:48.399840
25,40055U 14034C,2022-01-07 09:24:48.399840,2.07e-06,0.0,0.0,999,98.3317,159.3426,0.0014882,146.6654,213.5494,14.7516775,40497,2022-01-07,09:24:48.399840
26,40055U 14034C,2022-01-07 15:55:30.325152,2.03e-06,0.0,0.0,999,98.3317,159.6219,0.0014901,145.8319,214.3851,14.75167878,40504,2022-01-07,15:55:30.325152
27,40055U 14034C,2022-01-07 20:48:31.766112,1.76e-06,0.0,0.0,999,98.3317,159.8314,0.0014915,145.2154,215.0032,14.75167879,40504,2022-01-07,20:48:31.766112
28,40055U 14034C,2022-01-08 04:56:54.173184,2.22e-06,0.0,0.0,999,98.3317,160.1805,0.001493,144.1911,216.0301,14.75168252,40512,2022-01-08,04:56:54.173184
29,40055U 14034C,2022-01-08 09:49:55.610688,2.24e-06,0.0,0.0,999,98.3317,160.39,0.0014939,143.5862,216.6365,14.75168389,40515,2022-01-08,09:49:55.610688
30,40055U 14034C,2022-01-08 09:49:55.610688,2.24e-06,0.0,0.0,999,98.3317,160.39,0.0014939,143.5862,216.6365,14.75168389,40512,2022-01-08,09:49:55.610688
31,40055U 14034C,2022-01-08 16:20:37.525632,2.35e-06,0.0,0.0,999,98.3318,160.6693,0.0014955,142.7654,217.4594,14.75168583,40519,2022-01-08,16:20:37.525632
32,40055U 14034C,2022-01-08 21:13:38.951904,2.43e-06,0.0,0.0,999,98.3318,160.8788,0.0014963,142.1661,218.0602,14.7516877,40519,2022-01-08,21:13:38.951904
33,40055U 14034C,2022-01-09 05:22:01.327872,2.85e-06,0.0,0.0,999,98.3318,161.228,0.0014974,141.1507,219.078,14.75169191,40527,2022-01-09,05:22:01.327872
34,40055U 14034C,2022-01-09 08:37:22.277568,2.87e-06,0.0,0.0,999,98.3318,161.3676,0.0014979,140.7509,219.4788,14.75169293,40529,2022-01-09,08:37:22.277568
35,40055U 14034C,2022-01-09 08:37:22.277568,2.87e-06,0.0,0.0,999,98.3318,161.3676,0.0014979,140.7509,219.4788,14.75169293,40526,2022-01-09,08:37:22.277568
36,40055U 14034C,2022-01-09 16:45:44.671680,2.64e-06,0.0,0.0,999,98.3318,161.7168,0.0014998,139.7294,220.5028,14.75169298,40534,2022-01-09,16:45:44.671680
37,40055U 14034C,2022-01-09 21:38:46.095360,2.37e-06,0.0,0.0,999,98.3318,161.9263,0.0015008,139.129,221.1047,14.75169292,40534,2022-01-09,21:38:46.095360
38,40055U 14034C,2022-01-09 23:16:26.568480,2.36e-06,0.0,0.0,999,98.3318,161.9961,0.0015012,138.9257,221.3084,14.75169328,40538,2022-01-09,23:16:26.568480
39,40055U 14034C,2022-01-10 09:02:29.408064,2.81e-06,0.0,0.0,999,98.3318,162.4151,0.0015026,137.7084,222.5286,14.75169817,40544,2022-01-10,09:02:29.408064
40,40055U 14034C,2022-01-10 09:02:29.408064,2.81e-06,0.0,0.0,999,98.3318,162.4151,0.0015026,137.7084,222.5286,14.75169817,40541,2022-01-10,09:02:29.408064
42,40055U 14034C,2022-01-10 15:33:11.303136,2.61e-06,0.0,0.0,999,98.3319,162.6944,0.0015041,136.8907,223.3482,14.7516986,40545,2022-01-10,15:33:11.303136
41,40055U 14034C,2022-01-10 15:33:11.303136,2.61e-06,0.0,0.0,999,98.3319,162.6944,0.0015041,136.8907,223.3482,14.7516986,40548,2022-01-10,15:33:11.303136
43,40055U 14034C,2022-01-10 23:41:33.656640,2.49e-06,0.0,0.0,999,98.3319,163.0435,0.0015061,135.8754,224.3658,14.75170044,40553,2022-01-10,23:41:33.656640
44,40055U 14034C,2022-01-11 09:27:36.481536,2.7e-06,0.0,0.0,999,98.3319,163.4625,0.0015083,134.6511,225.593,14.75170409,40559,2022-01-11,09:27:36.481536
45,40055U 14034C,2022-01-11 09:27:36.481536,2.7e-06,0.0,0.0,999,98.3319,163.4625,0.0015083,134.6511,225.593,14.75170409,40556,2022-01-11,09:27:36.481536
46,40055U 14034C,2022-01-11 15:58:18.361920,2.78e-06,0.0,0.0,999,98.332,163.7418,0.00151,133.8252,226.4207,14.75170609,40563,2022-01-11,15:58:18.361920
47,40055U 14034C,2022-01-11 22:29:00.234528,2.72e-06,0.0,0.0,999,98.332,164.0211,0.0015111,133.0226,227.225,14.7517077,40564,2022-01-11,22:29:00.234528
48,40055U 14034C,2022-01-12 00:06:40.703328,2.72e-06,0.0,0.0,999,98.332,164.091,0.0015113,132.8207,227.4274,14.75170807,40568,2022-01-12,00:06:40.703328
49,40055U 14034C,2022-01-12 09:52:43.515264,2.64e-06,0.0,0.0,999,98.332,164.51,0.001513,131.6179,228.6328,14.75170987,40574,2022-01-12,09:52:43.515264
50,40055U 14034C,2022-01-12 09:52:43.515264,2.64e-06,0.0,0.0,999,98.332,164.51,0.001513,131.6179,228.6328,14.75170987,40571,2022-01-12,09:52:43.515264
51,40055U 14034C,2022-01-12 22:54:07.245792,2.65e-06,0.0,0.0,999,98.3321,165.0686,0.0015149,130.0011,230.2529,14.75171325,40582,2022-01-12,22:54:07.245792
52,40055U 14034C,2022-01-13 08:40:10.037856,2.95e-06,0.0,0.0,999,98.3321,165.4876,0.0015164,128.8005,231.456,14.75171719,40588,2022-01-13,08:40:10.037856
53,40055U 14034C,2022-01-13 08:40:10.037856,2.95e-06,0.0,0.0,999,98.3321,165.4876,0.0015164,128.8005,231.456,14.75171719,40585,2022-01-13,08:40:10.037856
54,40055U 14034C,2022-01-13 16:48:32.353344,2.97e-06,0.0,0.0,999,98.3322,165.8367,0.001518,127.7921,232.4665,14.75171959,40593,2022-01-13,16:48:32.353344
55,40055U 14034C,2022-01-13 21:41:33.739872,2.69e-06,0.0,0.0,999,98.3322,166.0462,0.001519,127.1993,233.0604,14.75171975,40593,2022-01-13,21:41:33.739872
56,40055U 14034C,2022-01-13 23:19:14.202624,2.68e-06,0.0,0.0,999,98.3322,166.1161,0.0015193,126.998,233.2621,14.7517201,40597,2022-01-13,23:19:14.202624
57,40055U 14034C,2022-01-14 09:05:16.967904,3.22e-06,0.0,0.0,999,98.3322,166.5351,0.0015205,125.7843,234.4781,14.75172589,40603,2022-01-14,09:05:16.967904
58,40055U 14034C,2022-01-14 09:05:16.967904,3.22e-06,0.0,0.0,999,98.3322,166.5351,0.0015205,125.7843,234.4781,14.75172589,40600,2022-01-14,09:05:16.967904
59,40055U 14034C,2022-01-14 15:35:58.800768,3.47e-06,0.0,0.0,999,98.3323,166.8144,0.0015217,124.9748,235.2891,14.75172942,40607,2022-01-14,15:35:58.800768
60,40055U 14034C,2022-01-14 20:29:00.167424,3.56e-06,0.0,0.0,999,98.3323,167.0239,0.0015222,124.3696,235.8954,14.751732,40607,2022-01-14,20:29:00.167424
61,40055U 14034C,2022-01-14 23:44:21.080832,3.56e-06,0.0,0.0,999,98.3323,167.1636,0.0015226,123.9678,236.298,14.75173307,40612,2022-01-14,23:44:21.080832
62,40055U 14034C,2022-01-15 09:30:23.802912,4.18e-06,0.0,0.0,999,98.3323,167.5826,0.0015239,122.7509,237.517,14.75174021,40618,2022-01-15,09:30:23.802912
63,40055U 14034C,2022-01-15 09:30:23.802912,4.18e-06,0.0,0.0,999,98.3323,167.5826,0.0015239,122.7509,237.517,14.75174021,40615,2022-01-15,09:30:23.802912
64,40055U 14034C,2022-01-15 16:01:05.625408,4.3e-06,0.0,0.0,999,98.3324,167.8619,0.0015252,121.9352,238.3342,14.75174285,40622,2022-01-15,16:01:05.625408
65,40055U 14034C,2022-01-15 20:54:06.965280,4.49e-06,0.0,0.0,999,98.3324,168.0714,0.0015259,121.3381,238.9323,14.75174651,40622,2022-01-15,20:54:06.965280
66,40055U 14034C,2022-01-16 03:24:48.768768,4.53e-06,0.0,0.0,999,98.3324,168.3508,0.0015264,120.5356,239.736,14.7517489,40629,2022-01-16,03:24:48.768768
67,40055U 14034C,2022-01-16 09:55:30.560160,5.12e-06,0.0,0.0,999,98.3325,168.6301,0.0015268,119.717,240.5559,14.75175502,40633,2022-01-16,09:55:30.560160
68,40055U 14034C,2022-01-16 09:55:30.560160,5.12e-06,0.0,0.0,999,98.3325,168.6301,0.0015268,119.717,240.5559,14.75175502,40630,2022-01-16,09:55:30.560160
70,40055U 14034C,2022-01-16 21:19:13.699200,5.13e-06,0.0,0.0,999,98.3325,169.119,0.0015283,118.3238,241.9514,14.75175938,40637,2022-01-16,21:19:13.699200
69,40055U 14034C,2022-01-16 21:19:13.699200,5.13e-06,0.0,0.0,999,98.3325,169.119,0.0015283,118.3238,241.9514,14.75175938,40640,2022-01-16,21:19:13.699200
71,40055U 14034C,2022-01-16 22:56:54.143808,5.14e-06,0.0,0.0,999,98.3326,169.1888,0.0015283,118.1247,242.1507,14.75176009,40641,2022-01-16,22:56:54.143808
72,40055U 14034C,2022-01-17 08:42:56.810592,5.02e-06,0.0,0.0,999,98.3326,169.6078,0.0015291,116.9315,243.3457,14.75176363,40647,2022-01-17,08:42:56.810592
73,40055U 14034C,2022-01-17 08:42:56.810592,5.02e-06,0.0,0.0,999,98.3326,169.6078,0.0015291,116.9315,243.3457,14.75176363,40644,2022-01-17,08:42:56.810592
74,40055U 14034C,2022-01-17 16:51:19.043136,4.71e-06,0.0,0.0,999,98.3326,169.957,0.0015303,115.9338,244.3449,14.75176483,40652,2022-01-17,16:51:19.043136
75,40055U 14034C,2022-01-17 21:44:20.364864,4.98e-06,0.0,0.0,999,98.3327,170.1665,0.0015305,115.3369,244.9426,14.75176869,40652,2022-01-17,21:44:20.364864
76,40055U 14034C,2022-01-17 23:22:00.802560,5.01e-06,0.0,0.0,999,98.3327,170.2363,0.0015308,115.1351,245.1447,14.75176967,40656,2022-01-17,23:22:00.802560
77,40055U 14034C,2022-01-18 09:08:03.428736,4.97e-06,0.0,0.0,999,98.3327,170.6554,0.0015316,113.9382,246.3432,14.75177449,40662,2022-01-18,09:08:03.428736
78,40055U 14034C,2022-01-18 09:08:03.428736,4.97e-06,0.0,0.0,999,98.3327,170.6554,0.0015316,113.9382,246.3432,14.75177449,40659,2022-01-18,09:08:03.428736
79,40055U 14034C,2022-01-18 15:38:45.189024,4.71e-06,0.0,0.0,999,98.3327,170.9347,0.0015332,113.1481,247.1344,14.75177587,40666,2022-01-18,15:38:45.189024
80,40055U 14034C,2022-01-18 20:31:46.500384,5.02e-06,0.0,0.0,999,98.3328,171.1442,0.0015332,112.5397,247.7435,14.75177999,40666,2022-01-18,20:31:46.500384
81,40055U 14034C,2022-01-18 22:09:26.935488,5e-06,0.0,0.0,999,98.3328,171.2141,0.0015333,112.3406,247.9429,14.75178071,40670,2022-01-18,22:09:26.935488
82,40055U 14034C,2022-01-19 09:33:09.951840,5.57e-06,0.0,0.0,999,98.3328,171.7029,0.0015343,110.9313,249.3539,14.75179017,40677,2022-01-19,09:33:09.951840
83,40055U 14034C,2022-01-19 09:33:09.951840,5.57e-06,0.0,0.0,999,98.3328,171.7029,0.0015343,110.9313,249.3539,14.75179017,40674,2022-01-19,09:33:09.951840
84,40055U 14034C,2022-01-19 16:03:51.682752,5.4e-06,0.0,0.0,999,98.3329,171.9823,0.0015354,110.1317,250.1544,14.75179233,40681,2022-01-19,16:03:51.682752
86,40055U 14034C,2022-01-19 20:56:52.992384,5.04e-06,0.0,0.0,999,98.3329,172.1918,0.0015357,109.5383,250.7485,14.75179238,40681,2022-01-19,20:56:52.992384
85,40055U 14034C,2022-01-20 00:12:13.853952,5.01e-06,0.0,0.0,999,98.3329,172.3315,0.0015357,109.1405,251.1466,14.75179362,40686,2022-01-20,00:12:13.853952
87,40055U 14034C,2022-01-20 09:58:16.433472,4.64e-06,0.0,0.0,999,98.3329,172.7505,0.001536,107.9471,252.3413,14.75179619,40692,2022-01-20,09:58:16.433472
88,40055U 14034C,2022-01-20 09:58:16.433472,4.64e-06,0.0,0.0,999,98.3329,172.7505,0.001536,107.9471,252.3413,14.75179619,40689,2022-01-20,09:58:16.433472
89,40055U 14034C,2022-01-20 21:21:59.437728,4.04e-06,0.0,0.0,999,98.333,173.2394,0.0015366,106.5516,253.7381,14.75179789,40696,2022-01-20,21:21:59.437728
90,40055U 14034C,2022-01-20 22:59:39.863328,4.04e-06,0.0,0.0,999,98.333,173.3092,0.0015368,106.3553,253.9346,14.75179863,40700,2022-01-20,22:59:39.863328
91,40055U 14034C,2022-01-21 08:45:42.419520,4.21e-06,0.0,0.0,999,98.333,173.7283,0.001537,105.1649,255.126,14.75180377,40706,2022-01-21,08:45:42.419520
92,40055U 14034C,2022-01-21 08:45:42.419520,4.21e-06,0.0,0.0,999,98.333,173.7283,0.001537,105.1649,255.126,14.75180377,40703,2022-01-21,08:45:42.419520
93,40055U 14034C,2022-01-21 16:54:04.541472,3.98e-06,0.0,0.0,999,98.3331,174.0775,0.0015379,104.1757,256.1161,14.75180605,40711,2022-01-21,16:54:04.541472
94,40055U 14034C,2022-01-21 21:47:05.806176,3.86e-06,0.0,0.0,999,98.3331,174.287,0.0015383,103.5888,256.7035,14.75180797,40711,2022-01-21,21:47:05.806176
95,40055U 14034C,2022-01-21 23:24:46.226592,3.85e-06,0.0,0.0,999,98.3331,174.3568,0.0015385,103.3905,256.9019,14.75180863,40715,2022-01-21,23:24:46.226592
96,40055U 14034C,2022-01-22 09:10:48.749952,3.91e-06,0.0,0.0,999,98.3331,174.7759,0.0015392,102.2008,258.0925,14.75181342,40718,2022-01-22,09:10:48.749952
97,40055U 14034C,2022-01-22 09:10:48.749952,3.91e-06,0.0,0.0,999,98.3331,174.7759,0.0015392,102.2008,258.0925,14.75181342,40721,2022-01-22,09:10:48.749952
98,40055U 14034C,2022-01-22 20:34:31.690272,3.45e-06,0.0,0.0,999,98.3332,175.2648,0.0015406,100.8191,259.4752,14.75181588,40725,2022-01-22,20:34:31.690272
99,40055U 14034C,2022-01-23 03:05:13.359840,3.38e-06,0.0,0.0,999,98.3332,175.5441,0.0015401,100.0132,260.2815,14.75181799,40732,2022-01-23,03:05:13.359840
100,40055U 14034C,2022-01-23 09:35:55.024224,3.64e-06,0.0,0.0,999,98.3332,175.8235,0.0015403,99.208,261.0871,14.75182223,40736,2022-01-23,09:35:55.024224
101,40055U 14034C,2022-01-23 09:35:55.024224,3.64e-06,0.0,0.0,999,98.3332,175.8235,0.0015403,99.208,261.0871,14.75182223,40733,2022-01-23,09:35:55.024224
102,40055U 14034C,2022-01-23 16:06:36.695520,3.44e-06,0.0,0.0,999,98.3333,176.1029,0.001541,98.413,261.8826,14.75182343,40740,2022-01-23,16:06:36.695520
103,40055U 14034C,2022-01-23 20:59:37.941216,3.23e-06,0.0,0.0,999,98.3333,176.3124,0.0015415,97.8257,262.4701,14.75182437,40740,2022-01-23,20:59:37.941216
104,40055U 14034C,2022-01-24 03:30:19.601280,3.18e-06,0.0,0.0,999,98.3333,176.5918,0.0015414,97.0371,263.2591,14.75182617,40747,2022-01-24,03:30:19.601280
105,40055U 14034C,2022-01-24 10:01:01.260480,3.26e-06,0.0,0.0,999,98.3333,176.8711,0.0015412,96.2315,264.0649,14.75182884,40751,2022-01-24,10:01:01.260480
106,40055U 14034C,2022-01-24 10:01:01.260480,3.26e-06,0.0,0.0,999,98.3333,176.8711,0.0015412,96.2315,264.0649,14.75182884,40748,2022-01-24,10:01:01.260480
107,40055U 14034C,2022-01-24 21:24:44.145504,2.95e-06,0.0,0.0,999,98.3334,177.3601,0.0015415,94.8435,265.4534,14.75183129,40755,2022-01-24,21:24:44.145504
108,40055U 14034C,2022-01-25 03:55:25.790880,3.38e-06,0.0,0.0,999,98.3334,177.6394,0.0015413,94.0457,266.2513,14.75183543,40762,2022-01-25,03:55:25.790880
109,40055U 14034C,2022-01-25 08:48:27.021024,3.35e-06,0.0,0.0,999,98.3334,177.8489,0.0015406,93.4431,266.8539,14.75183709,40765,2022-01-25,08:48:27.021024
110,40055U 14034C,2022-01-25 08:48:27.021024,3.35e-06,0.0,0.0,999,98.3334,177.8489,0.0015406,93.4431,266.8539,14.75183709,40762,2022-01-25,08:48:27.021024
111,40055U 14034C,2022-01-25 15:19:08.643936,3.43e-06,0.0,0.0,999,98.3335,178.1283,0.0015409,92.6547,267.6425,14.75184025,40769,2022-01-25,15:19:08.643936
112,40055U 14034C,2022-01-25 21:49:50.269440,3.54e-06,0.0,0.0,999,98.3335,178.4077,0.001541,91.8653,268.432,14.75184353,40770,2022-01-25,21:49:50.269440
113,40055U 14034C,2022-01-26 04:20:31.894944,3.46e-06,0.0,0.0,999,98.3335,178.6871,0.0015414,91.0805,269.2169,14.75184536,40777,2022-01-26,04:20:31.894944
114,40055U 14034C,2022-01-26 09:13:33.109536,3.43e-06,0.0,0.0,999,98.3335,178.8966,0.001541,90.466,269.8313,14.75184714,40780,2022-01-26,09:13:33.109536
115,40055U 14034C,2022-01-26 09:13:33.109536,3.43e-06,0.0,0.0,999,98.3335,178.8966,0.001541,90.466,269.8313,14.75184714,40777,2022-01-26,09:13:33.109536
116,40055U 14034C,2022-01-26 15:44:14.723808,3.32e-06,0.0,0.0,999,98.3336,179.1759,0.0015415,89.6833,270.6141,14.75184909,40784,2022-01-26,15:44:14.723808
117,40055U 14034C,2022-01-26 22:14:56.342400,3.2e-06,0.0,0.0,999,98.3336,179.4553,0.0015414,88.8897,271.4077,14.75185079,40785,2022-01-26,22:14:56.342400
118,40055U 14034C,2022-01-27 03:07:57.550944,3.15e-06,0.0,0.0,999,98.3336,179.6649,0.0015413,88.2911,272.0062,14.75185207,40791,2022-01-27,03:07:57.550944
119,40055U 14034C,2022-01-27 09:38:39.156576,3.35e-06,0.0,0.0,999,98.3336,179.9442,0.0015412,87.4728,272.8244,14.7518556,40792,2022-01-27,09:38:39.156576
120,40055U 14034C,2022-01-27 09:38:39.156576,3.35e-06,0.0,0.0,999,98.3336,179.9442,0.0015412,87.4728,272.8244,14.7518556,40795,2022-01-27,09:38:39.156576
121,40055U 14034C,2022-01-27 21:02:21.954336,3.37e-06,0.0,0.0,999,98.3337,180.4332,0.0015413,86.0747,274.2223,14.75185996,40799,2022-01-27,21:02:21.954336
122,40055U 14034C,2022-01-27 22:40:02.354880,3.35e-06,0.0,0.0,999,98.3337,180.503,0.0015411,85.8757,274.4212,14.75186036,40803,2022-01-27,22:40:02.354880
123,40055U 14034C,2022-01-28 10:03:45.142272,3.43e-06,0.0,0.0,999,98.3338,180.9919,0.0015403,84.4734,275.823,14.75186453,40810,2022-01-28,10:03:45.142272
124,40055U 14034C,2022-01-28 10:03:45.142272,3.43e-06,0.0,0.0,999,98.3338,180.9919,0.0015403,84.4734,275.823,14.75186453,40807,2022-01-28,10:03:45.142272
125,40055U 14034C,2022-01-28 21:27:27.914976,3.15e-06,0.0,0.0,999,98.3339,181.4809,0.00154,83.0985,277.1974,14.75186708,40814,2022-01-28,21:27:27.914976
126,40055U 14034C,2022-01-28 23:05:08.311200,3.14e-06,0.0,0.0,999,98.3339,181.5507,0.0015399,82.8955,277.4003,14.75186749,40818,2022-01-28,23:05:08.311200
128,40055U 14034C,2022-01-29 08:51:10.653984,3.77e-06,0.0,0.0,999,98.3339,181.9698,0.0015388,81.6959,278.5993,14.75187502,40821,2022-01-29,08:51:10.653984
127,40055U 14034C,2022-01-29 08:51:10.653984,3.77e-06,0.0,0.0,999,98.3339,181.9698,0.0015388,81.6959,278.5993,14.75187502,40824,2022-01-29,08:51:10.653984
129,40055U 14034C,2022-01-29 15:21:52.219872,4e-06,0.0,0.0,999,98.3339,182.2492,0.0015388,80.9136,279.3813,14.75187868,40828,2022-01-29,15:21:52.219872
130,40055U 14034C,2022-01-29 21:52:33.786624,4e-06,0.0,0.0,999,98.334,182.5286,0.0015382,80.1132,280.1812,14.7518812,40829,2022-01-29,21:52:33.786624
131,40055U 14034C,2022-01-29 23:30:14.175936,4e-06,0.0,0.0,999,98.334,182.5984,0.0015381,79.9196,280.3746,14.75188182,40833,2022-01-29,23:30:14.175936
132,40055U 14034C,2022-01-30 09:16:16.510080,4.14e-06,0.0,0.0,999,98.334,183.0175,0.0015375,78.7132,281.5802,14.75188638,40839,2022-01-30,09:16:16.510080
133,40055U 14034C,2022-01-30 09:16:16.510080,4.14e-06,0.0,0.0,999,98.334,183.0175,0.0015375,78.7132,281.5802,14.75188638,40836,2022-01-30,09:16:16.510080
134,40055U 14034C,2022-01-30 15:46:58.048320,4.51e-06,0.0,0.0,999,98.334,183.2969,0.0015376,77.9194,282.3736,14.7518913,40843,2022-01-30,15:46:58.048320
135,40055U 14034C,2022-01-30 22:17:39.591744,4.38e-06,0.0,0.0,999,98.3341,183.5763,0.0015369,77.1169,283.1755,14.75189342,40844,2022-01-30,22:17:39.591744
136,40055U 14034C,2022-01-31 03:10:40.743264,4.37e-06,0.0,0.0,999,98.3341,183.7859,0.0015366,76.5202,283.7717,14.75189521,40850,2022-01-31,03:10:40.743264
137,40055U 14034C,2022-01-31 09:41:22.252992,5.9e-06,0.0,0.0,999,98.3341,184.0653,0.0015363,75.7049,284.5864,14.751907,40854,2022-01-31,09:41:22.252992
138,40055U 14034C,2022-01-31 09:41:22.252992,5.9e-06,0.0,0.0,999,98.3341,184.0653,0.0015363,75.7049,284.5864,14.751907,40851,2022-01-31,09:41:22.252992
139,40055U 14034C,2022-01-31 16:12:03.773088,5.88e-06,0.0,0.0,999,98.3341,184.3446,0.0015361,74.9037,285.3869,14.75190983,40858,2022-01-31,16:12:03.773088
140,40055U 14034C,2022-01-31 21:05:04.907328,5.67e-06,0.0,0.0,999,98.3342,184.5542,0.0015353,74.2948,285.9953,14.75191119,40858,2022-01-31,21:05:04.907328
141,40055U 14034C,2022-02-01 00:20:25.660896,5.69e-06,0.0,0.0,999,98.3342,184.6939,0.0015349,73.8949,286.3948,14.75191272,40863,2022-02-01,00:20:25.660896
143,40055U 14034C,2022-02-01 10:06:27.954432,6.29e-06,0.0,0.0,999,98.3342,185.113,0.0015336,72.6729,287.6155,14.751919,40866,2022-02-01,10:06:27.954432
142,40055U 14034C,2022-02-01 10:06:27.954432,6.29e-06,0.0,0.0,999,98.3342,185.113,0.0015336,72.6729,287.6155,14.751919,40869,2022-02-01,10:06:27.954432
144,40055U 14034C,2022-02-01 21:30:10.616544,4.52e-06,0.0,0.0,999,98.3343,185.602,0.0015323,71.2853,289.0016,14.75191345,40873,2022-02-01,21:30:10.616544
145,40055U 14034C,2022-02-02 05:38:32.474976,5.49e-06,0.0,0.0,999,98.3343,185.9512,0.0015313,70.2765,290.0093,14.75192237,40881,2022-02-02,05:38:32.474976
146,40055U 14034C,2022-02-02 08:53:53.215584,5.49e-06,0.0,0.0,999,98.3343,186.0909,0.0015306,69.8732,290.4121,14.75192413,40883,2022-02-02,08:53:53.215584
147,40055U 14034C,2022-02-03 09:18:58.786560,4.45e-06,0.0,0.0,999,98.3344,187.1387,0.0015279,66.8756,293.4061,14.75192916,40898,2022-02-03,09:18:58.786560
